"id","days_to_event","date_out","out_event","date_in","in_event","breed","color","intake_age","adopt"
"A713813",9,"10/22/2015 02:31:00 PM","Transfer","10/13/2015 03:31:00 PM","Stray","Domestic Longhair Mix","Brown Tabby/White",96,0
"A682506",11,"07/09/2014 12:01:00 PM","Transfer","06/28/2014 03:25:00 PM","Stray","Domestic Shorthair Mix","White",4,0
"A667720",31,"12/22/2013 05:00:00 PM","Adoption","11/21/2013 06:09:00 PM","Stray","Domestic Shorthair Mix","Black/White",5,1
"A707486",78,"09/29/2015 05:22:00 PM","Adoption","07/13/2015 03:03:00 PM","Stray","Domestic Shorthair Mix","Tortie",0,1
"A725074",61,"06/25/2016 05:02:00 PM","Adoption","04/25/2016 04:11:00 PM","Stray","Domestic Shorthair","Black",1,1
"A700462",44,"05/28/2015 05:22:00 PM","Adoption","04/14/2015 10:26:00 AM","Stray","Domestic Shorthair Mix","Black/White",3,1
"A726035",4,"05/09/2016 07:31:00 PM","Transfer","05/05/2016 12:04:00 PM","Stray","Domestic Shorthair Mix","Gray Tabby",12,0
"A679686",73,"08/05/2014 12:02:00 PM","Adoption","05/24/2014 04:20:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3,1
"A742382",1,"01/21/2017 07:08:00 PM","Died","01/20/2017 06:46:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",3,0
"A753363",1,"07/06/2017 10:26:00 AM","Transfer","07/05/2017 01:20:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A711589",12,"09/21/2015 03:55:00 PM","Transfer","09/09/2015 12:28:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,0
"A730694",8,"07/17/2016 06:22:00 PM","Adoption","07/09/2016 07:41:00 AM","Stray","Domestic Medium Hair Mix","Black",2,1
"A704990",47,"07/28/2015 05:16:00 PM","Adoption","06/11/2015 03:26:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",3,1
"A705126",1,"06/14/2015 09:00:00 AM","Transfer","06/13/2015 12:44:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24,0
"A678716",48,"06/29/2014 07:00:00 PM","Adoption","05/12/2014 12:00:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",1,1
"A719011",21,"02/01/2016 07:20:00 PM","Adoption","01/11/2016 11:02:00 AM","Owner Surrender","Domestic Shorthair Mix","Tortie",6,1
"A691647",11,"11/18/2014 07:02:00 PM","Adoption","11/07/2014 02:43:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A760059",8,"10/19/2017 04:10:00 PM","Adoption","10/11/2017 06:24:00 PM","Owner Surrender","Domestic Shorthair Mix","Gray Tabby/White",24,1
"A735102",8,"09/26/2016 05:20:00 PM","Adoption","09/18/2016 12:52:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A755559",7,"08/11/2017 01:41:00 PM","Transfer","08/04/2017 06:47:00 PM","Stray","Domestic Shorthair Mix","Calico",36,0
"A751398",27,"07/04/2017 01:34:00 PM","Died","06/07/2017 04:30:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",0,0
"A740001",50,"01/29/2017 06:01:00 PM","Adoption","12/10/2016 11:31:00 AM","Stray","Domestic Shorthair Mix","Black",1,1
"A690073",1,"10/14/2014 09:00:00 AM","Transfer","10/13/2014 06:07:00 PM","Stray","Domestic Medium Hair","Brown Tabby",7,0
"A719280",66,"03/22/2016 03:40:00 PM","Adoption","01/16/2016 02:31:00 PM","Stray","Domestic Shorthair Mix","Calico",132,1
"A708827",1,"08/02/2015 09:00:00 AM","Transfer","08/01/2015 12:06:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",12,0
"A740819",6,"12/29/2016 05:19:00 PM","Adoption","12/23/2016 03:53:00 PM","Stray","Domestic Shorthair Mix","White/Calico Point",8,1
"A732979",1,"08/16/2016 09:00:00 AM","Transfer","08/15/2016 05:24:00 PM","Stray","Domestic Shorthair Mix","Blue",3,0
"A709651",4,"08/15/2015 12:53:00 PM","Adoption","08/11/2015 05:47:00 PM","Stray","Domestic Shorthair Mix","Black",4,1
"A700137",13,"04/21/2015 08:43:00 AM","Transfer","04/08/2015 04:15:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3,0
"A758538",58,"11/15/2017 12:45:00 PM","Adoption","09/18/2017 12:55:00 PM","Owner Surrender","Domestic Shorthair Mix","Cream Tabby/White",108,1
"A753587",3,"07/11/2017 07:02:00 PM","Transfer","07/08/2017 01:49:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,0
"A732818",361,"08/09/2017 10:21:00 AM","Adoption","08/13/2016 02:22:00 PM","Public Assist","Domestic Shorthair Mix","Black",5,1
"A767214",48,"04/14/2018 04:22:00 PM","Adoption","02/25/2018 11:54:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",84,1
"A667293",8,"11/23/2013 04:36:00 PM","Adoption","11/15/2013 03:23:00 PM","Stray","Domestic Medium Hair Mix","White/Black",1,1
"A703683",27,"06/23/2015 05:42:00 PM","Adoption","05/27/2015 06:28:00 PM","Stray","Domestic Shorthair Mix","Tortie",1,1
"A680730",56,"08/01/2014 10:10:00 AM","Adoption","06/06/2014 06:38:00 PM","Stray","Domestic Medium Hair Mix","Calico",1,1
"A692240",12,"11/29/2014 02:07:00 PM","Adoption","11/17/2014 11:32:00 AM","Stray","Domestic Shorthair Mix","Black",3,1
"A726629",16,"05/28/2016 03:54:00 PM","Transfer","05/12/2016 04:45:00 PM","Stray","Domestic Shorthair","White/Black",4,0
"A714987",2,"03/06/2016 03:37:00 PM","Adoption","03/04/2016 11:37:00 AM","Owner Surrender","Domestic Shorthair Mix","Blue/White",7,1
"A741382",18,"01/19/2017 03:29:00 PM","Transfer","01/01/2017 10:57:00 AM","Owner Surrender","Domestic Shorthair Mix","Calico",48,0
"A686713",1,"08/26/2014 09:00:00 AM","Transfer","08/25/2014 04:29:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12,0
"A757485",7,"09/10/2017 06:28:00 PM","Adoption","09/03/2017 11:43:00 AM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby",3,1
"A705304",3,"06/18/2015 12:13:00 PM","Died","06/15/2015 04:14:00 PM","Stray","Domestic Shorthair Mix","White",1,0
"A765729",37,"03/03/2018 01:44:00 PM","Adoption","01/25/2018 01:43:00 PM","Stray","Domestic Shorthair Mix","Black",4,1
"A689069",48,"11/15/2014 04:43:00 PM","Adoption","09/28/2014 10:08:00 PM","Stray","Domestic Shorthair","Tortie",4,1
"A696771",1,"02/13/2015 09:00:00 AM","Transfer","02/12/2015 06:58:00 AM","Stray","Domestic Shorthair Mix","Orange/White",24,0
"A754081",7,"07/22/2017 07:07:00 PM","Adoption","07/15/2017 11:09:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2,1
"A734696",10,"09/21/2016 07:26:00 PM","Adoption","09/11/2016 12:05:00 PM","Stray","Domestic Shorthair Mix","White",3,1
"A714860",5,"11/03/2015 03:59:00 PM","Died","10/29/2015 09:12:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",1,0
"A709304",11,"08/18/2015 05:36:00 PM","Adoption","08/07/2015 11:05:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",2,1
"A684843",8,"08/06/2014 12:35:00 PM","Adoption","07/29/2014 01:02:00 PM","Stray","Domestic Shorthair Mix","Blue/White",2,1
"A719633",6,"01/30/2016 06:54:00 PM","Transfer","01/24/2016 12:07:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",12,0
"A765778",8,"02/03/2018 06:21:00 PM","Adoption","01/26/2018 03:34:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",6,1
"A719321",7,"01/24/2016 05:47:00 PM","Adoption","01/17/2016 12:49:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",72,1
"A753283",5,"07/09/2017 05:16:00 PM","Transfer","07/04/2017 12:20:00 PM","Stray","Domestic Shorthair Mix","Tortie",24,0
"A682427",11,"07/08/2014 02:50:00 PM","Transfer","06/27/2014 03:13:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2,0
"A769615",4,"04/11/2018 06:37:00 PM","Adoption","04/07/2018 01:00:00 PM","Stray","Domestic Medium Hair Mix","Tortie",12,1
"A723136",31,"04/27/2016 01:47:00 PM","Adoption","03/27/2016 11:31:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A691356",7,"11/10/2014 01:51:00 PM","Transfer","11/03/2014 02:03:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",12,0
"A757497",9,"09/12/2017 05:53:00 PM","Adoption","09/03/2017 12:39:00 PM","Stray","Domestic Shorthair Mix","Black",5,1
"A691313",1,"11/03/2014 12:04:00 PM","Euthanasia","11/02/2014 05:03:00 PM","Stray","Siamese Mix","Lynx Point",144,0
"A733029",36,"09/21/2016 03:23:00 PM","Transfer","08/16/2016 12:25:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",10,0
"A700790",1,"04/20/2015 09:00:00 AM","Transfer","04/19/2015 04:05:00 PM","Stray","Domestic Shorthair Mix","Blue/White",12,0
"A750281",4,"05/29/2017 05:43:00 PM","Adoption","05/25/2017 11:15:00 AM","Stray","Domestic Longhair Mix","Blue Tabby",2,1
"A705399",10,"06/26/2015 12:09:00 PM","Transfer","06/16/2015 06:37:00 PM","Stray","Domestic Shorthair Mix","Blue",12,0
"A707452",1,"07/14/2015 09:00:00 AM","Transfer","07/13/2015 12:08:00 PM","Stray","Domestic Medium Hair Mix","Lynx Point",48,0
"A690536",32,"11/23/2014 05:57:00 PM","Adoption","10/22/2014 11:01:00 AM","Stray","Domestic Shorthair Mix","Black/White",1,1
"A680983",5,"06/15/2014 03:11:00 PM","Transfer","06/10/2014 09:41:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,0
"A748900",44,"06/21/2017 05:48:00 PM","Adoption","05/08/2017 01:14:00 PM","Stray","Domestic Shorthair Mix","Black/White",12,1
"A635476",5,"12/22/2013 12:56:00 PM","Transfer","12/17/2013 06:18:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",12,0
"A708014",3,"07/24/2015 01:17:00 PM","Transfer","07/21/2015 01:19:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",0,0
"A686472",4,"08/26/2014 06:56:00 PM","Adoption","08/22/2014 02:58:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1,1
"A739373",23,"12/24/2016 03:10:00 PM","Adoption","12/01/2016 01:46:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",7,1
"A738708",67,"01/25/2017 10:04:00 AM","Adoption","11/19/2016 03:28:00 PM","Stray","Domestic Shorthair Mix","Torbie",4,1
"A702226",78,"07/28/2015 09:57:00 AM","Adoption","05/11/2015 10:42:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",3,1
"A705886",16,"07/08/2015 05:57:00 PM","Adoption","06/22/2015 12:56:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",1,1
"A749569",56,"07/11/2017 10:20:00 AM","Adoption","05/16/2017 02:35:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A712984",7,"10/08/2015 01:53:00 PM","Transfer","10/01/2015 11:03:00 AM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",1,0
"A758474",18,"10/05/2017 12:00:00 AM","Transfer","09/17/2017 01:26:00 PM","Stray","Domestic Shorthair Mix","Tortie",4,0
"A715368",85,"01/28/2016 05:54:00 PM","Adoption","11/04/2015 12:42:00 PM","Stray","Domestic Shorthair Mix","Tortie",24,1
"A757303",1,"09/02/2017 06:10:00 PM","Transfer","09/01/2017 01:35:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2,0
"A678710",92,"08/12/2014 08:26:00 AM","Adoption","05/12/2014 11:45:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1,1
"A764429",9,"01/07/2018 05:54:00 PM","Transfer","12/29/2017 11:14:00 PM","Stray","Domestic Medium Hair Mix","Black",24,0
"A710700",1,"08/27/2015 09:00:00 AM","Transfer","08/26/2015 12:58:00 PM","Stray","Domestic Shorthair Mix","Black",24,0
"A731000",40,"08/23/2016 03:26:00 PM","Adoption","07/14/2016 02:04:00 PM","Stray","Domestic Shorthair Mix","Black/White",2,1
"A666066",29,"11/24/2013 05:25:00 PM","Adoption","10/26/2013 01:28:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,1
"A685772",4,"08/16/2014 04:51:00 PM","Adoption","08/12/2014 12:38:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2,1
"A756089",51,"10/04/2017 01:20:00 PM","Adoption","08/14/2017 11:19:00 AM","Stray","American Shorthair Mix","Brown Tabby/White",2,1
"A712585",104,"01/07/2016 11:18:00 AM","Adoption","09/25/2015 02:30:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby/White",2,1
"A702419",42,"06/24/2015 12:00:00 PM","Adoption","05/13/2015 01:38:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",4,1
"A763617",9,"12/21/2017 01:20:00 PM","Adoption","12/12/2017 11:57:00 AM","Owner Surrender","Domestic Medium Hair Mix","Black/White",96,1
"A680269",10,"06/10/2014 05:21:00 PM","Adoption","05/31/2014 03:54:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,1
"A667390",6,"11/23/2013 07:04:00 PM","Adoption","11/17/2013 12:16:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A771455",3,"05/08/2018 04:56:00 PM","Transfer","05/05/2018 12:40:00 PM","Stray","Domestic Shorthair Mix","Black",3,0
"A686144",7,"08/24/2014 02:23:00 PM","Transfer","08/17/2014 12:22:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,0
"A746837",15,"04/24/2017 04:29:00 PM","Transfer","04/09/2017 11:11:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",0,0
"A677486",3,"04/28/2014 10:42:00 AM","Transfer","04/25/2014 02:40:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",4,0
"A757933",2,"09/10/2017 04:40:00 PM","Adoption","09/08/2017 02:47:00 PM","Owner Surrender","Domestic Shorthair Mix","Calico",2,1
"A698697",3,"03/19/2015 02:59:00 PM","Euthanasia","03/16/2015 03:02:00 PM","Public Assist","Domestic Longhair Mix","Torbie",168,0
"A676851",130,"08/23/2014 03:18:00 PM","Adoption","04/15/2014 06:21:00 PM","Stray","Domestic Shorthair Mix","White/Black",36,1
"A694399",64,"03/01/2015 12:51:00 PM","Adoption","12/27/2014 02:29:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Black",144,1
"A712728",22,"10/19/2015 08:14:00 PM","Adoption","09/27/2015 12:42:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,1
"A735468",4,"09/28/2016 09:41:00 AM","Euthanasia","09/24/2016 10:31:00 AM","Stray","Siamese Mix","Lynx Point",12,0
"A740154",108,"03/30/2017 08:47:00 AM","Adoption","12/12/2016 08:17:00 AM","Stray","Domestic Longhair Mix","Orange Tabby",6,1
"A757963",11,"09/19/2017 06:53:00 PM","Euthanasia","09/08/2017 08:30:00 PM","Stray","Domestic Shorthair Mix","Blue",11,0
"A730365",170,"12/20/2016 10:35:00 AM","Adoption","07/03/2016 09:38:00 AM","Stray","Domestic Shorthair Mix","Black",1,1
"A667851",14,"12/07/2013 03:44:00 PM","Adoption","11/23/2013 03:36:00 PM","Stray","Domestic Shorthair Mix","Black/White",2,1
"A746407",83,"06/24/2017 03:45:00 PM","Adoption","04/02/2017 02:27:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby",36,1
"A752147",4,"06/23/2017 07:03:00 PM","Adoption","06/19/2017 10:56:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby",1,1
"A684644",1,"07/27/2014 09:00:00 AM","Transfer","07/26/2014 01:57:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",12,0
"A761166",6,"11/05/2017 05:24:00 PM","Adoption","10/30/2017 03:11:00 PM","Stray","Domestic Longhair Mix","Flame Point",120,1
"A727151",4,"05/22/2016 06:19:00 PM","Transfer","05/18/2016 04:02:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",24,0
"A705515",12,"06/30/2015 02:53:00 PM","Transfer","06/18/2015 01:18:00 PM","Owner Surrender","Turkish Angora Mix","White",1,0
"A770196",6,"04/22/2018 04:29:00 PM","Adoption","04/16/2018 12:14:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",12,1
"A676928",59,"06/15/2014 06:38:00 PM","Adoption","04/17/2014 11:56:00 AM","Stray","Domestic Shorthair Mix","Tortie",4,1
"A665618",1,"10/21/2013 04:04:00 PM","Transfer","10/20/2013 12:25:00 PM","Stray","Domestic Shorthair Mix","Calico/White",5,0
"A727656",39,"07/02/2016 02:47:00 PM","Adoption","05/24/2016 12:57:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",12,1
"A666546",9,"11/12/2013 10:39:00 AM","Euthanasia","11/03/2013 12:52:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2,0
"A739356",53,"01/23/2017 04:39:00 PM","Adoption","12/01/2016 12:05:00 PM","Stray","Domestic Shorthair Mix","Black",2,1
"A714028",340,"09/21/2016 01:39:00 PM","Adoption","10/17/2015 09:39:00 AM","Owner Surrender","Domestic Shorthair Mix","Blue",60,1
"A768495",12,"04/01/2018 02:57:00 PM","Adoption","03/20/2018 02:08:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",84,1
"A737749",7,"11/10/2016 06:27:00 PM","Transfer","11/03/2016 06:13:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A750144",25,"06/17/2017 01:54:00 PM","Adoption","05/23/2017 03:49:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",24,1
"A763475",7,"12/16/2017 01:43:00 PM","Transfer","12/09/2017 06:38:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Black",36,0
"A748902",50,"06/27/2017 11:21:00 AM","Euthanasia","05/08/2017 01:14:00 PM","Stray","Snowshoe/Ragdoll","White/Seal Point",3,0
"A719796",17,"02/14/2016 02:03:00 PM","Adoption","01/28/2016 07:49:00 AM","Stray","Domestic Shorthair Mix","Black/White",72,1
"A739427",34,"01/06/2017 06:18:00 PM","Adoption","12/03/2016 08:12:00 AM","Stray","Siamese Mix","Lynx Point",36,1
"A770182",20,"05/06/2018 06:05:00 PM","Adoption","04/16/2018 10:40:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",12,1
"A711823",59,"11/10/2015 02:18:00 PM","Adoption","09/12/2015 08:07:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",5,1
"A757950",1,"09/09/2017 09:47:00 AM","Died","09/08/2017 05:23:00 PM","Stray","American Shorthair Mix","Black/White",1,0
"A730325",1,"07/03/2016 09:00:00 AM","Transfer","07/02/2016 10:08:00 AM","Stray","Domestic Shorthair Mix","Blue",2,0
"A688467",41,"10/30/2014 09:54:00 AM","Adoption","09/19/2014 02:28:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby/White",1,1
"A737238",21,"11/14/2016 02:44:00 PM","Transfer","10/24/2016 11:56:00 AM","Stray","Domestic Shorthair Mix","Tortie",12,0
"A683216",21,"07/30/2014 01:46:00 PM","Transfer","07/09/2014 12:58:00 PM","Public Assist","Domestic Shorthair Mix","Black/White",12,0
"A757203",4,"09/04/2017 06:08:00 PM","Adoption","08/31/2017 12:41:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2,1
"A753244",4,"07/07/2017 03:49:00 PM","Transfer","07/03/2017 03:12:00 PM","Stray","Domestic Shorthair Mix","Tortie",24,0
"A752550",3,"06/26/2017 12:00:00 AM","Transfer","06/23/2017 05:56:00 PM","Stray","Domestic Shorthair Mix","Calico",12,0
"A707369",8,"07/19/2015 12:33:00 PM","Transfer","07/11/2015 04:07:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2,0
"A758860",5,"09/28/2017 06:40:00 PM","Transfer","09/23/2017 11:30:00 AM","Stray","Domestic Shorthair Mix","Blue/White",24,0
"A687886",3,"09/14/2014 05:17:00 PM","Adoption","09/11/2014 03:40:00 PM","Owner Surrender","Manx Mix","Brown Tabby/White",2,1
"A723955",56,"06/04/2016 04:51:00 PM","Adoption","04/09/2016 01:51:00 PM","Owner Surrender","Domestic Longhair Mix","Orange Tabby",168,1
"A692219",9,"11/25/2014 06:37:00 PM","Transfer","11/16/2014 06:58:00 PM","Stray","Domestic Shorthair Mix","Calico",24,0
"A721926",30,"04/06/2016 12:00:00 AM","Transfer","03/07/2016 12:53:00 PM","Stray","Domestic Shorthair Mix","Calico",60,0
"A693473",25,"01/02/2015 02:03:00 PM","Transfer","12/08/2014 04:09:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",96,0
"A673209",1,"02/21/2014 01:32:00 PM","Transfer","02/20/2014 11:39:00 AM","Stray","Domestic Medium Hair Mix","Tortie",10,0
"A711664",9,"09/19/2015 03:30:00 PM","Transfer","09/10/2015 01:09:00 PM","Owner Surrender","Siamese Mix","Lynx Point",1,0
"A674102",1,"03/08/2014 07:06:00 PM","Transfer","03/07/2014 12:05:00 PM","Stray","Domestic Shorthair Mix","Black",36,0
"A733399",1,"08/22/2016 09:00:00 AM","Transfer","08/21/2016 11:42:00 AM","Stray","Domestic Shorthair Mix","Calico",12,0
"A679482",1,"05/22/2014 07:18:00 PM","Transfer","05/21/2014 02:41:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",12,0
"A683290",3,"07/12/2014 09:00:00 AM","Transfer","07/09/2014 07:02:00 AM","Stray","Domestic Medium Hair","Brown Tabby",36,0
"A665659",32,"11/22/2013 05:26:00 PM","Adoption","10/21/2013 01:16:00 PM","Stray","Balinese Mix","Flame Point",4,1
"A674923",1,"03/21/2014 06:30:00 PM","Adoption","03/20/2014 12:33:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",1,1
"A733789",8,"09/04/2016 05:14:00 PM","Adoption","08/27/2016 12:23:00 PM","Stray","Domestic Shorthair Mix","Calico",1,1
"A689503",14,"11/13/2014 01:37:00 PM","Adoption","10/30/2014 10:48:00 AM","Owner Surrender","Domestic Shorthair Mix","Black",9,1
"A704318",2,"06/05/2015 10:03:00 AM","Transfer","06/03/2015 03:35:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",3,0
"A741397",7,"01/08/2017 05:47:00 PM","Adoption","01/01/2017 01:33:00 PM","Stray","Siamese","Tortie Point",12,1
"A736787",3,"10/20/2016 01:47:00 PM","Transfer","10/17/2016 11:33:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",7,0
"A684611",14,"08/09/2014 05:15:00 PM","Adoption","07/26/2014 11:15:00 AM","Stray","Domestic Shorthair Mix","Black",1,1
"A679212",2,"05/19/2014 04:56:00 PM","Euthanasia","05/17/2014 02:21:00 PM","Stray","Domestic Shorthair Mix","Tortie",1,0
"A716033",8,"11/21/2015 07:44:00 PM","Adoption","11/13/2015 12:04:00 PM","Stray","Javanese Mix","Flame Point",2,1
"A678801",6,"05/18/2014 02:34:00 PM","Adoption","05/12/2014 07:03:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2,1
"A751475",66,"08/13/2017 03:15:00 PM","Adoption","06/08/2017 05:37:00 PM","Stray","Domestic Shorthair Mix","Black",4,1
"A681726",6,"06/30/2014 09:00:00 AM","Transfer","06/24/2014 12:06:00 PM","Stray","Domestic Shorthair Mix","Black/White",12,0
"A728337",10,"06/12/2016 04:41:00 PM","Adoption","06/02/2016 01:28:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A688432",1,"09/20/2014 09:00:00 AM","Transfer","09/19/2014 12:38:00 PM","Stray","Domestic Medium Hair Mix","Cream Tabby",12,0
"A666814",8,"11/15/2013 11:58:00 AM","Adoption","11/07/2013 03:20:00 PM","Public Assist","Siamese/Domestic Shorthair","Black",1,1
"A703109",4,"05/24/2015 05:36:00 PM","Adoption","05/20/2015 04:22:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",5,1
"A707899",82,"10/03/2015 12:51:00 PM","Adoption","07/13/2015 03:03:00 PM","Stray","Domestic Shorthair Mix","Black",0,1
"A771378",5,"05/08/2018 11:25:00 AM","Transfer","05/03/2018 11:00:00 PM","Stray","Domestic Shorthair Mix","Gray Tabby",2,0
"A697841",64,"05/05/2015 11:46:00 AM","Adoption","03/02/2015 11:40:00 AM","Stray","Domestic Shorthair Mix","Orange/White",1,1
"A734126",1,"09/02/2016 05:07:00 PM","Transfer","09/01/2016 05:42:00 PM","Stray","Domestic Shorthair Mix","Calico",3,0
"A766452",3,"02/12/2018 01:54:00 PM","Adoption","02/09/2018 02:07:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",36,1
"A715501",26,"12/01/2015 09:07:00 AM","Adoption","11/05/2015 12:08:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A676155",9,"04/14/2014 04:45:00 PM","Transfer","04/05/2014 02:36:00 PM","Stray","Domestic Shorthair Mix","White/Black Tabby",2,0
"A728055",4,"06/03/2016 01:48:00 PM","Adoption","05/30/2016 02:21:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",2,1
"A688631",1,"09/22/2014 09:00:00 AM","Transfer","09/21/2014 03:38:00 PM","Stray","Domestic Shorthair Mix","Black",12,0
"A679730",23,"06/17/2014 05:37:00 PM","Adoption","05/25/2014 01:27:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Blue",1,1
"A721709",8,"03/10/2016 03:15:00 PM","Transfer","03/02/2016 04:13:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Blue",7,0
"A728049",8,"06/07/2016 01:51:00 PM","Transfer","05/30/2016 01:57:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",1,0
"A673674",1,"03/01/2014 02:00:00 PM","Transfer","02/28/2014 02:25:00 PM","Stray","Domestic Shorthair Mix","White",12,0
"A748724",56,"07/01/2017 07:48:00 PM","Adoption","05/06/2017 09:56:00 AM","Stray","Domestic Shorthair Mix","Tortie",1,1
"A759303",23,"10/23/2017 04:50:00 PM","Transfer","09/30/2017 12:36:00 PM","Stray","Domestic Shorthair Mix","Black",1,0
"A685477",15,"08/23/2014 01:25:00 PM","Adoption","08/08/2014 10:17:00 AM","Owner Surrender","Domestic Shorthair Mix","Tortie",3,1
"A694205",2,"12/24/2014 11:40:00 AM","Adoption","12/22/2014 02:06:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue",1,1
"A685200",23,"08/27/2014 09:08:00 AM","Adoption","08/04/2014 10:05:00 AM","Owner Surrender","Domestic Shorthair Mix","Lilac Point/White",1,1
"A667282",25,"12/10/2013 05:22:00 PM","Adoption","11/15/2013 02:09:00 PM","Stray","Domestic Shorthair Mix","Blue/White",4,1
"A767039",18,"03/11/2018 05:26:00 PM","Adoption","02/21/2018 04:28:00 PM","Owner Surrender","Domestic Shorthair Mix","Black Smoke",11,1
"A762248",4,"11/20/2017 12:34:00 PM","Transfer","11/16/2017 05:04:00 PM","Stray","Domestic Shorthair Mix","Black/White",3,0
"A706419",22,"07/20/2015 03:39:00 PM","Adoption","06/28/2015 04:13:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A685602",1,"08/10/2014 09:00:00 AM","Transfer","08/09/2014 04:07:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",4,0
"A726502",3,"05/14/2016 06:34:00 PM","Adoption","05/11/2016 01:59:00 PM","Owner Surrender","Domestic Medium Hair Mix","Orange Tabby",1,1
